0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,2,6,7,8,6,2,3,0,0,0,0,0,0
0,1,1,8,22,42,60,49,33,12,5,2,0,0,0,0
0,1,11,44,106,254,341,275,152,46,13,1,0,0,0,0
0,2,27,136,342,750,906,811,396,167,40,4,0,0,0,0
0,4,51,215,675,1248,1609,1305,704,267,65,7,1,0,0,0
0,12,48,204,662,1319,1647,1361,739,258,62,8,0,0,0,0
1,3,35,132,395,754,929,799,404,136,36,1,1,0,0,0
0,1,8,49,137,269,320,271,151,42,13,1,0,0,0,0
0,1,2,7,28,53,71,59,32,11,6,0,0,0,0,0
0,0,0,0,4,6,3,10,2,2,0,0,0,0,0,0
