0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,119,17,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1903,859,119,2,0,0,0,0,0,0,0
0,0,0,0,0,592,1932,875,111,1,0,0,0,0,0,0
0,0,0,0,0,64,630,1876,918,118,0,0,0,0,0,0
0,0,0,0,0,0,54,573,1859,944,140,4,0,0,0,0
0,0,0,0,0,0,0,43,608,1928,955,119,7,0,0,0
0,0,0,0,0,0,0,0,48,604,1842,955,136,6,0,0
0,0,0,0,0,0,0,0,1,47,567,1848,1034,76,0,0
0,0,0,0,0,0,0,0,0,1,44,526,1770,510,0,0
0,0,0,0,0,0,0,0,0,0,0,19,90,96,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
