8633,5871,5761,4054,5921,3891,4176,2862,5993,4066,4092,2819,4042,2873,2833,1975
5998,4097,4136,2815,4045,2773,2812,1865,4008,2776,2740,1946,2715,1850,1938,1328
5937,4112,3990,2789,4025,2807,2801,1881,3970,2833,2713,1968,2781,2000,1882,1318
4058,2845,2811,1924,2747,1918,1871,1372,2778,1951,1841,1302,1922,1293,1275,904
5920,4020,4023,2842,4085,2773,2807,1832,4112,2763,2750,1947,2685,1978,1894,1286
4148,2788,2775,1912,2791,1925,1906,1384,2825,1860,1919,1309,1821,1305,1316,901
3999,2781,2786,1890,2723,1949,1906,1290,2717,1984,1952,1357,1987,1333,1333,895
2893,1900,1964,1363,1877,1294,1291,862,1925,1365,1317,886,1407,865,868,612
5732,4073,4154,2787,4101,2774,2791,1898,4091,2690,2769,1986,2822,1968,1871,1279
4089,2731,2868,1865,2808,1877,1908,1375,2753,1915,1871,1334,1937,1311,1286,894
4071,2743,2779,1894,2794,1930,1893,1322,2820,1937,1883,1401,1960,1364,1356,972
2775,1845,1874,1299,1945,1330,1251,955,1995,1374,1340,900,1264,904,926,674
3946,2873,2737,1889,2808,1983,1850,1337,2755,1926,1935,1306,1876,1320,1295,968
2781,1889,1900,1296,1943,1297,1318,936,1910,1316,1253,971,1351,932,845,619
2729,1949,1906,1319,1890,1292,1340,935,1907,1314,1363,907,1352,902,973,644
1949,1364,1333,906,1313,907,876,654,1328,908,898,605,892,626,626,443
