28,42,38,38,46,34,25,32,30,36,45,39,28,33,31,35
42,33,28,37,34,34,32,32,30,42,38,42,37,43,32,34
34,33,36,30,42,41,37,32,38,33,33,35,41,36,38,46
36,37,27,40,32,28,31,35,46,35,42,31,32,37,29,29
29,35,29,35,41,22,34,37,38,42,31,40,37,47,38,46
39,34,41,41,29,40,31,36,29,28,30,27,38,36,41,43
30,34,31,45,42,38,34,25,35,43,46,35,32,39,35,36
33,31,34,38,37,36,27,32,32,32,32,33,29,33,39,35
30,39,48,34,42,32,36,34,37,30,37,33,36,24,37,31
40,41,37,39,33,39,35,42,35,41,29,33,26,29,48,25
27,38,45,37,32,45,34,38,27,31,34,26,52,24,34,31
46,24,36,37,37,40,40,25,38,28,32,27,41,34,41,31
25,43,30,41,41,42,25,33,37,33,40,31,34,36,34,26
40,38,27,21,36,23,38,40,37,32,31,34,36,37,39,39
35,37,44,29,38,44,37,31,33,33,31,40,22,29,21,24
39,42,29,40,36,40,37,26,43,47,21,45,28,35,25,37
