Combo_001.csv,Diagonal_001.csv,3493470821
Combo_001.csv,Diagonal_002.csv,527634969
Combo_001.csv,Diagonal_003.csv,727572373
Combo_001.csv,Diagonal_enx_001.csv,968469521
Combo_001.csv,Diagonal_enx_002.csv,1825174488
Combo_001.csv,Diagonal_enx_003.csv,1873505253
Combo_001.csv,Diagonal_eny_001.csv,1512564206
Combo_001.csv,Diagonal_eny_002.csv,1339486921
Combo_001.csv,Diagonal_eny_003.csv,2579686055
Combo_001.csv,Gauss_001.csv,4324474931
Combo_001.csv,Gauss_002.csv,9503473886
Combo_001.csv,Gauss_003.csv,930875885
Combo_001.csv,Gauss_enx_001.csv,842284002
Combo_001.csv,Gauss_enx_002.csv,997659767
Combo_001.csv,Gauss_enx_003.csv,17154030996
Combo_001.csv,Uniform_001.csv,1374060098
Combo_001.csv,Uniform_002.csv,2365468758
Combo_001.csv,Uniform_003.csv,366113252
Combo_001.csv,Uniform_enx_001.csv,2337933535
Combo_001.csv,Uniform_enx_002.csv,1005777155
Combo_001.csv,Uniform_enx_003.csv,1041842131
Combo_001.csv,Uniform_eny_001.csv,3835568607
Combo_001.csv,Uniform_eny_002.csv,1615311226
Combo_001.csv,Uniform_eny_003.csv,886991817
Diagonal_001.csv,Combo_001.csv,3493470821
Diagonal_001.csv,Combo_002.csv,1744988202
Diagonal_001.csv,Combo_003.csv,149962880
Diagonal_001.csv,DiagonalRot_001.csv,622626847
Diagonal_001.csv,DiagonalRot_002.csv,1983069559
Diagonal_001.csv,DiagonalRot_003.csv,421129355
Diagonal_001.csv,DiagonalRot_enx_002.csv,969736804
Diagonal_001.csv,DiagonalRot_enx_003.csv,1331881983
Diagonal_001.csv,DiagonalRot_eny_001.csv,776456719
Diagonal_001.csv,DiagonalRot_eny_002.csv,1589131673
Diagonal_001.csv,Gauss_001.csv,1510401262
Diagonal_001.csv,Gauss_002.csv,1247015321
Diagonal_001.csv,Gauss_003.csv,1039362124
Diagonal_001.csv,Gauss_enx_001.csv,666591011
Diagonal_001.csv,Gauss_enx_002.csv,1323858847
Diagonal_001.csv,Gauss_enx_003.csv,6021490106
Diagonal_001.csv,Gauss_eny_001.csv,504438017
Diagonal_001.csv,Gauss_eny_002.csv,319546779
Diagonal_001.csv,Gauss_eny_003.csv,149962880
Diagonal_001.csv,Parcel_001.csv,679959588
Diagonal_001.csv,Parcel_002.csv,1081740339
Diagonal_001.csv,Parcel_003.csv,521603132
Diagonal_001.csv,Parcel_004.csv,985284213
Diagonal_001.csv,Parcel_005.csv,533410646
Diagonal_001.csv,Parcel_006.csv,748985052
Diagonal_001.csv,Parcel_007.csv,812548197
Diagonal_001.csv,Parcel_008.csv,1110268463
Diagonal_001.csv,Parcel_009.csv,819478111
Diagonal_001.csv,Uniform_001.csv,1412062013
Diagonal_001.csv,Uniform_002.csv,2078733869
Diagonal_001.csv,Uniform_003.csv,368395130
Diagonal_001.csv,Uniform_enx_001.csv,2424988128
Diagonal_001.csv,Uniform_enx_002.csv,1154551216
Diagonal_001.csv,Uniform_enx_003.csv,1273404549
Diagonal_001.csv,Uniform_eny_001.csv,2771265449
Diagonal_001.csv,Uniform_eny_002.csv,1161649152
Diagonal_001.csv,Uniform_eny_003.csv,753985018
Diagonal_002.csv,Combo_001.csv,527634969
Diagonal_002.csv,Combo_002.csv,30625890
Diagonal_002.csv,Combo_003.csv,3541397
Diagonal_002.csv,Parcel_001.csv,11239196
Diagonal_002.csv,Parcel_002.csv,19455997
Diagonal_002.csv,Parcel_003.csv,7401959
