dataset_name, cardinality, AVG area, AVG x, AVG y, num_vertices, E0, E2, E3, empty_cells 
Combo_001.csv,34048,7.82E-07,1.08E-03,6.25E-04,4,1.69,1.299,1.237,0.81
Combo_002.csv,32256,1.56E-08,3.18E-04,3.65E-05,4,1.694,1.664,1.021,0.817
Combo_003.csv,34048,1.85E-08,2.15E-04,3.68E-04,4,1.691,1.685,1.3195,0.833
Combo_004.csv,41216,4.42E-07,4.24E-04,6.00E-04,4,1.683,1.208,1.16,0.846
Combo_005.csv,23296,6.40E-08,5.25E-04,1.22E-04,4,1.642,1.21,1.156,0.859
Combo_006.csv,44800,5.56E-08,1.06E-03,5.25E-05,4,1.599,1.274,1.216,0.871
Combo_007.csv,17920,1.42E-07,4.86E-05,2.81E-03,4,1.986,1.454,1.358,0.628
Combo_008.csv,19712,4.50E-08,4.43E-05,8.59E-04,4,1.3295,1.682,1.638,0.636
Combo_009.csv,17920,4.30E-07,9.75E-04,1.67E-03,4,1.45,1.359,1.229,0.629
Combo_010.csv,39424,6.48E-07,8.70E-04,6.47E-04,4,1.673,1.293,1.229,0.82
Combo_011.csv,35840,4.21E-08,1.21E-04,2.34E-04,4,1.76,1.626,1.268,0.769
Combo_012.csv,25088,2.75E-08,6.18E-04,4.32E-05,4,1.665,1.587,1.037,0.817
Combo_013.csv,39424,4.03E-08,7.84E-04,3.94E-05,4,1.674,1.282,1.235,0.852
Combo_014.csv,34048,5.40E-07,6.68E-04,7.23E-04,4,1.621,1.199,1.153,0.86
Combo_015.csv,35840,6.16E-08,6.56E-04,1.04E-04,4,1.636,1.257,1.1305,0.861
Combo_016.csv,19712,2.72E-08,3.07E-05,1.20E-03,4,1.986,1.282,1.232,0.654
Combo_017.csv,17920,1.61E-07,6.36E-05,2.43E-03,4,1.92,1.431,1.749,0.612
Combo_018.csv,19712,2.89E-07,8.73E-04,1.62E-04,4,1.325,1.217,1.163,0.654
