('diagonal',)	0.903454220752	0.0935389855282	0.104177659413
('gaussian',)	0.990081413928	0.0156119585441	0.0124607343502
('parcel',)	0.990987558732	0.0183018799616	0.0121143808989
('uniform',)	0.983120266734	0.0225500453083	0.0199233305171
('diagonal', 'gaussian')	0.704523787117	0.773021377244	0.842468322574
('diagonal', 'parcel')	0.902723743564	0.0978979055942	0.102211336659
('diagonal', 'uniform')	0.934909896011	0.726118739082	0.699378226309
('gaussian', 'parcel')	0.990978823324	0.0547359332658	0.0629404513884
('gaussian', 'uniform')	0.9672797882	0.228446381707	0.201831402407
('parcel', 'uniform')	0.998061348303	0.0347752579645	0.0455238312129
('diagonal', 'gaussian', 'parcel')	0.821183782909	0.389455112197	0.652640246868
('diagonal', 'gaussian', 'uniform')	0.725948763453	0.976179865203	0.858823814981
('diagonal', 'parcel', 'uniform')	0.95712526884	0.319517588718	0.475744995906
('gaussian', 'parcel', 'uniform')	0.987765489413	0.223051349505	0.302607218349
('diagonal', 'gaussian', 'parcel', 'uniform')	0.877800750187	0.484760451556	0.656027406266
