dataset_name, cardinality, AVG area, AVG x, AVG y, num_vertices, E0, E2, E3, empty_cells 
diagonal_001.csv,1274708,7.08E-07,7.64E-04,9.27E-04,4,1.855,1.378,1.3,0.983
diagonal_002.csv,1474493,1.59E-06,1.06E-03,1.49E-03,4,1.821,1.641,1.317,0.988
diagonal_003.csv,1918979,1.29E-06,1.24E-03,1.04E-03,4,1.425,0.948,0.941,0.994
diagonal_004.csv,2447244,1.31E-06,1.05E-03,1.25E-03,4,1.86,1.2275,1.636,0.989
diagonal_005.csv,2973137,1.11E-06,1.04E-03,1.07E-03,4,1.755,0.877,0.873,0.992
diagonal_006.csv,1501252,9.42E-07,1.21E-03,7.77E-04,4,1.829,1.299,1.248,0.987
diagonal_007.csv,1181963,1.28E-06,1.16E-03,1.10E-03,4,1.2745,1.606,1.532,0.992
diagonal_008.csv,2830312,1.61E-06,1.15E-03,1.40E-03,4,1.816,1.617,1.509,0.988
diagonal_009.csv,2507078,7.77E-07,8.71E-04,8.92E-04,4,1.499,1.424,1.414,0.999
diagonal_010.csv,1041981,1.97E-06,1.41E-03,1.40E-03,4,1.784,1.572,1.471,0.995
gaussian_001.csv,1688709,1.23E-06,1.28E-03,9.63E-04,4,1.449,1.948,1.886,0.99
gaussian_002.csv,2301732,9.70E-07,8.12E-04,1.19E-03,4,0.878,1.321,1.252,0.996
gaussian_003.csv,1530973,1.06E-06,8.19E-04,1.29E-03,4,1.624,1.973,1.971,0.968
gaussian_004.csv,1520773,1.48E-06,9.91E-04,1.49E-03,4,1.566,1.97,1.969,0.973
gaussian_005.csv,1417165,1.04E-06,9.80E-04,1.06E-03,4,1.644,1.0795,1.069,0.998
gaussian_006.csv,1540116,1.31E-06,9.68E-04,1.36E-03,4,1.755,1.861,1.857,0.99
gaussian_007.csv,2298735,1.01E-06,9.11E-04,1.11E-03,4,1.789,1.98,1.979,0.958
gaussian_008.csv,2541313,1.77E-06,1.23E-03,1.44E-03,4,1.807,1.979,1.98,0.965
gaussian_009.csv,2537214,8.73E-07,1.06E-03,8.21E-04,4,1.723,1.2255,1.2055,0.996
gaussian_010.csv,1548933,1.33E-06,9.90E-04,1.35E-03,4,1.799,1.1965,1.1705,0.994
parcel_001.csv,1084067,9.21E-07,3.81E-04,3.82E-04,4,1.957,1.34,1.201,0.941
parcel_002.csv,1195360,8.36E-07,3.51E-04,3.51E-04,4,1.957,1.321,1.174,0.941
parcel_003.csv,2603408,3.84E-07,2.09E-04,2.09E-04,4,1.957,1.253,1.197,0.941
parcel_004.csv,1248145,8.00E-07,3.27E-04,3.26E-04,4,1.957,1.407,1.322,0.941
parcel_005.csv,2283989,4.37E-07,2.42E-04,2.41E-04,4,1.957,1.367,1.1725,0.941
parcel_006.csv,2342541,4.26E-07,1.76E-04,1.77E-04,4,1.957,1.059,0.781,0.941
parcel_007.csv,1814571,5.50E-07,2.47E-04,2.48E-04,4,1.957,1.301,1.126,0.941
parcel_008.csv,1566721,6.37E-07,3.23E-04,3.24E-04,4,1.957,1.471,1.396,0.941
parcel_009.csv,1205658,8.28E-07,2.75E-04,2.74E-04,4,1.957,1.301,1.177,0.941
parcel_010.csv,2709273,3.69E-07,2.08E-04,2.08E-04,4,1.957,1.2245,1.077,0.941
uniform_001.csv,2556238,7.10E-07,9.46E-04,7.51E-04,4,1.949,1.772,1.783,0.964
uniform_002.csv,2351069,1.37E-06,1.08E-03,1.27E-03,4,1.809,1.921,1.934,0.979
uniform_003.csv,1842178,1.29E-06,9.44E-04,1.37E-03,4,1.38,1.926,1.94,0.992
uniform_004.csv,2561120,1.23E-06,1.32E-03,9.27E-04,4,1.813,1.457,1.935,0.993
uniform_005.csv,2929716,7.38E-07,9.20E-04,8.03E-04,4,1.712,1.795,1.968,0.967
uniform_006.csv,2050514,1.32E-06,1.43E-03,9.25E-04,4,1.692,1.753,1.971,0.973
uniform_007.csv,1838704,1.27E-06,1.10E-03,1.16E-03,4,1.35,1.871,1.3255,0.997
uniform_008.csv,2035634,1.12E-06,8.34E-04,1.34E-03,4,1.854,1.574,1.58,0.991
uniform_009.csv,1821978,1.13E-06,1.25E-03,9.02E-04,4,1.937,1.801,1.81,0.954
uniform_010.csv,1457820,8.76E-07,1.06E-03,8.24E-04,4,1.656,1.698,1.704,0.981
