Combo_001_Diagonal_001	3493470821
Combo_001_Diagonal_002	527634969
Combo_001_Diagonal_003	727572373
Combo_001_Diagonal_enx_001	968469521
Combo_001_Diagonal_enx_002	1825174488
Combo_001_Diagonal_enx_003	1873505253
Combo_001_Diagonal_eny_001	1512564206
Combo_001_Diagonal_eny_002	1339486921
Combo_001_Diagonal_eny_003	2579686055
Combo_001_Gauss_001	4324474931
Combo_001_Gauss_002	9503473886
Combo_001_Gauss_003	930875885
Combo_001_Gauss_enx_001	842284002
Combo_001_Gauss_enx_002	997659767
Combo_001_Gauss_enx_003	17154030996
Combo_001_Uniform_001	1374060098
Combo_001_Uniform_002	2365468758
Combo_001_Uniform_003	366113252
Combo_001_Uniform_enx_001	2337933535
Combo_001_Uniform_enx_002	1005777155
Combo_001_Uniform_enx_003	1041842131
Combo_001_Uniform_eny_001	3835568607
Combo_001_Uniform_eny_002	1615311226
Combo_001_Uniform_eny_003	886991817
Diagonal_001_Combo_001	3493470821
Diagonal_001_Combo_002	1744988202
Diagonal_001_Combo_003	149962880
Diagonal_001_DiagonalRot_001	622626847
Diagonal_001_DiagonalRot_002	1983069559
Diagonal_001_DiagonalRot_003	421129355
Diagonal_001_DiagonalRot_enx_002	969736804
Diagonal_001_DiagonalRot_enx_003	1331881983
Diagonal_001_DiagonalRot_eny_001	776456719
Diagonal_001_DiagonalRot_eny_002	1589131673
Diagonal_001_Gauss_001	1510401262
Diagonal_001_Gauss_002	1247015321
Diagonal_001_Gauss_003	1039362124
Diagonal_001_Gauss_enx_001	666591011
Diagonal_001_Gauss_enx_002	1323858847
Diagonal_001_Gauss_enx_003	6021490106
Diagonal_001_Gauss_eny_001	504438017
Diagonal_001_Gauss_eny_002	319546779
Diagonal_001_Gauss_eny_003	149962880
Diagonal_001_Parcel_001	679959588
Diagonal_001_Parcel_002	1081740339
Diagonal_001_Parcel_003	521603132
Diagonal_001_Parcel_004	985284213
Diagonal_001_Parcel_005	533410646
Diagonal_001_Parcel_006	748985052
Diagonal_001_Parcel_007	812548197
Diagonal_001_Parcel_008	1110268463
Diagonal_001_Parcel_009	819478111
Diagonal_001_Uniform_001	1412062013
Diagonal_001_Uniform_002	2078733869
Diagonal_001_Uniform_003	368395130
Diagonal_001_Uniform_enx_001	2424988128
Diagonal_001_Uniform_enx_002	1154551216
Diagonal_001_Uniform_enx_003	1273404549
Diagonal_001_Uniform_eny_001	2771265449
Diagonal_001_Uniform_eny_002	1161649152
Diagonal_001_Uniform_eny_003	753985018
Diagonal_002_Combo_001	527634969
Diagonal_002_Combo_002	30625890
Diagonal_002_Combo_003	3541397
Diagonal_002_Parcel_001	11239196
Diagonal_002_Parcel_002	19455997
Diagonal_002_Parcel_003	7401959
Diagonal_002_Parcel_004	7029420
Diagonal_002_Parcel_005	17976085
Diagonal_002_Parcel_006	12429282
Diagonal_002_Parcel_007	10371737
Diagonal_002_Parcel_008	16919041
Diagonal_002_Parcel_009	16646874
Diagonal_002_Uniform_001	83180562
Diagonal_002_Uniform_002	412928556
Diagonal_002_Uniform_003	695834
Diagonal_002_Uniform_enx_001	366441916
Diagonal_002_Uniform_enx_002	10743490
Diagonal_002_Uniform_enx_003	37442510
Diagonal_002_Uniform_eny_001	113555563
Diagonal_002_Uniform_eny_002	86693410
Diagonal_002_Uniform_eny_003	20697193
Diagonal_003_Gauss_001	253837246
Diagonal_003_Gauss_002	301786195
Diagonal_003_Gauss_003	83533222
Diagonal_003_Gauss_enx_001	63529053
Diagonal_003_Gauss_enx_002	133284462
Diagonal_003_Gauss_enx_003	1062499636
Diagonal_003_Gauss_eny_001	131382707
Diagonal_003_Gauss_eny_002	73854811
Diagonal_003_Gauss_eny_003	26200846
Diagonal_003_Parcel_001	64266098
Diagonal_003_Parcel_002	110951581
Diagonal_003_Parcel_003	51484457
Diagonal_003_Parcel_004	83017234
Diagonal_003_Parcel_005	63877136
Diagonal_003_Parcel_006	75730061
Diagonal_003_Parcel_007	81041177
Diagonal_003_Parcel_008	114790979
Diagonal_003_Parcel_009	84819044
Diagonal_003_Uniform_001	194234131
Diagonal_003_Uniform_002	528594839
Diagonal_003_Uniform_003	27736771
Diagonal_003_Uniform_enx_001	467740913
Diagonal_003_Uniform_enx_002	101386739
Diagonal_003_Uniform_enx_003	134951222
Diagonal_003_Uniform_eny_001	745287235
Diagonal_003_Uniform_eny_002	329622609
Diagonal_003_Uniform_eny_003	129136433
Diagonal_enx_001_Gauss_001	329070240
Diagonal_enx_001_Gauss_002	401340234
Diagonal_enx_001_Gauss_003	25745212
Diagonal_enx_001_Gauss_enx_001	21182637
