diagonal_001_1.csv,14347
diagonal_001_10.csv,143470
diagonal_001_20.csv,286940
diagonal_001_30.csv,430410
diagonal_001_40.csv,573880
diagonal_001_50.csv,717350
diagonal_002_1.csv,12676
diagonal_002_10.csv,126760
diagonal_002_20.csv,253520
diagonal_002_30.csv,380280
diagonal_002_40.csv,507040
diagonal_002_50.csv,633800
diagonal_003_1.csv,27864
diagonal_003_10.csv,278640
diagonal_003_20.csv,557280
diagonal_003_30.csv,835920
diagonal_003_40.csv,1114560
diagonal_003_50.csv,1393200
gaussian_001_1.csv,17655
gaussian_001_10.csv,176550
gaussian_001_20.csv,353100
gaussian_001_30.csv,529650
gaussian_001_40.csv,706200
gaussian_001_50.csv,882750
gaussian_002_1.csv,15751
gaussian_002_10.csv,157510
gaussian_002_20.csv,315020
gaussian_002_30.csv,472530
gaussian_002_40.csv,630040
gaussian_002_50.csv,787550
gaussian_003_1.csv,18625
gaussian_003_10.csv,186250
gaussian_003_20.csv,372500
gaussian_003_30.csv,558750
gaussian_003_40.csv,745000
gaussian_003_50.csv,931250
uniform_001_1.csv,11693
uniform_001_10.csv,116930
uniform_001_20.csv,233860
uniform_001_30.csv,350790
uniform_001_40.csv,467720
uniform_001_50.csv,584650
uniform_002_1.csv,22690
uniform_002_10.csv,226900
uniform_002_20.csv,453800
uniform_002_30.csv,680700
uniform_002_40.csv,907600
uniform_002_50.csv,1134500
uniform_003_1.csv,12024
uniform_003_10.csv,120240
uniform_003_20.csv,240480
uniform_003_30.csv,360720
uniform_003_40.csv,480960
uniform_003_50.csv,601200
