dataset_name, cardinality, AVG area, AVG x, AVG y, num_vertices, E0, E2, E3, empty_cells 
bit_001.csv,265349,1.83E-06,1.26E-03,1.46E-03,4,0.589,0.7875,0.813,0.838
bit_002.csv,450616,2.43E-06,1.52E-03,1.60E-03,3.999991,1.994,1.742,1.633,0.158
bit_003.csv,430188,2.34E-06,1.83E-03,1.28E-03,4,2,1.917,1.882,0.709
bit_004.csv,228204,2.10E-06,1.39E-03,1.50E-03,4,0.634,0.8475,0.8685,0.838
bit_005.csv,555825,1.44E-06,1.25E-03,1.15E-03,4,2,1.899,1.884,0.439
bit_006.csv,503932,1.49E-06,1.17E-03,1.27E-03,4,2,1.995,1.992,0.71
bit_007.csv,541356,2.03E-06,1.12E-03,1.81E-03,4,2,1.996,1.994,0.709
bit_008.csv,564604,3.19E-06,1.71E-03,1.87E-03,3.999986,1.998,1.902,1.866,0.058
bit_009.csv,245103,2.78E-06,1.96E-03,1.42E-03,4,1.97,1.753,1.678,0.214
bit_010.csv,287155,2.57E-06,1.65E-03,1.56E-03,3.999986,1.998,1.951,1.935,0.082
diagonal_001.csv,232069,1.83E-06,1.70E-03,1.08E-03,4,1.791,1.571,1.47,0.751
diagonal_002.csv,366065,2.06E-06,1.16E-03,1.77E-03,4,1.786,1.714,1.54,0.801
diagonal_003.csv,337855,3.10E-06,1.67E-03,1.85E-03,4,1.886,1.773,1.709,0.781
diagonal_004.csv,354156,2.96E-06,1.80E-03,1.64E-03,4,1.883,1.762,1.618,0.682
diagonal_005.csv,528283,2.31E-06,1.46E-03,1.58E-03,4,1.898,1.835,1.518,0.815
diagonal_006.csv,405005,1.57E-06,1.17E-03,1.34E-03,4,1.835,1.546,1.441,0.671
diagonal_007.csv,224663,2.05E-06,1.90E-03,1.08E-03,4,1.847,1.67,1.572,0.714
diagonal_008.csv,253767,1.73E-06,1.04E-03,1.67E-03,4,1.818,1.65,1.533,0.628
diagonal_009.csv,286692,2.02E-06,1.33E-03,1.52E-03,4,1.855,1.564,1.467,0.724
diagonal_010.csv,264126,1.70E-06,1.35E-03,1.26E-03,4,1.848,1.778,1.665,0.703
gaussian_001.csv,278144,1.91E-06,1.51E-03,1.26E-03,4,1.759,1.825,1.809,0.657
gaussian_002.csv,504968,1.33E-06,1.18E-03,1.12E-03,4,1.776,1.831,1.815,0.633
gaussian_003.csv,296471,1.95E-06,1.79E-03,1.09E-03,4,1.766,1.827,1.811,0.652
gaussian_004.csv,500231,2.20E-06,1.38E-03,1.59E-03,4,1.792,1.835,1.82,0.619
gaussian_005.csv,308411,2.22E-06,1.79E-03,1.24E-03,4,1.771,1.829,1.813,0.65
gaussian_006.csv,537135,1.29E-06,1.21E-03,1.07E-03,4,1.776,1.832,1.816,0.626
gaussian_007.csv,239581,3.66E-06,1.84E-03,1.99E-03,4,1.778,1.831,1.816,0.652
gaussian_008.csv,366919,2.23E-06,1.98E-03,1.12E-03,4,1.771,1.832,1.816,0.635
gaussian_009.csv,275788,1.49E-06,1.19E-03,1.25E-03,4,1.755,1.821,1.805,0.667
gaussian_010.csv,340196,1.82E-06,1.21E-03,1.50E-03,4,1.77,1.828,1.812,0.646
uniform_001.csv,373063,2.13E-06,1.35E-03,1.59E-03,4,1.999,1.998,1.996,0.088
uniform_002.csv,388918,2.22E-06,1.48E-03,1.50E-03,4,1.999,1.998,1.996,0.079
uniform_003.csv,362978,2.03E-06,1.30E-03,1.56E-03,4,1.998,1.997,1.996,0.096
uniform_004.csv,260655,1.21E-06,1.02E-03,1.19E-03,4,2,1.996,1.995,0.194
uniform_005.csv,331124,3.30E-06,1.82E-03,1.81E-03,4,1.999,1.997,1.972,0.063
uniform_006.csv,303517,1.18E-06,1.11E-03,1.06E-03,4,2,1.997,1.995,0.174
uniform_007.csv,516354,1.73E-06,1.04E-03,1.66E-03,4,2,1.998,1.997,0.067
uniform_008.csv,412382,1.73E-06,1.29E-03,1.33E-03,4,1.999,1.998,1.997,0.095
uniform_009.csv,299659,1.54E-06,1.23E-03,1.25E-03,4,1.995,1.997,1.995,0.151
uniform_010.csv,510930,2.07E-06,1.24E-03,1.67E-03,4,2,1.998,1.997,0.055
