dataset_name, cardinality, AVG area, AVG x, AVG y, num_vertices, E0, E2, E3, empty_cells 
bit_001.csv,492225,1.75E-06,1.07E-03,1.63E-03,4,1.999,1.949,1.931,0.06
bit_002.csv,503181,2.02E-06,1.02E-03,1.99E-03,3.999976,2,1.952,1.935,0.045
bit_003.csv,557089,2.20E-06,1.53E-03,1.44E-03,3.999993,1.999,1.927,1.9,0.059
bit_004.csv,472046,2.20E-06,1.17E-03,1.88E-03,4,0.626,0.838,0.861,0.838
bit_005.csv,534235,1.94E-06,1.19E-03,1.64E-03,3.999993,1.997,1.889,1.849,0.089
bit_006.csv,388522,2.28E-06,1.30E-03,1.75E-03,4,1.831,1.726,1.624,0.579
bit_007.csv,232495,1.69E-06,1.54E-03,1.10E-03,4,2,1.89,1.845,0.71
bit_008.csv,590320,2.62E-06,1.34E-03,1.95E-03,4,2,1.998,1.998,0.024
bit_009.csv,376364,1.67E-06,1.38E-03,1.21E-03,4,2,1.987,1.981,0.71
bit_010.csv,338215,3.28E-06,1.84E-03,1.78E-03,4,2,1.818,1.738,0.709
diagonal_001.csv,488520,2.91E-06,1.47E-03,1.98E-03,4,1.868,1.709,1.623,0.534
diagonal_002.csv,257340,1.71E-06,1.15E-03,1.49E-03,4,1.803,1.533,1.434,0.722
diagonal_003.csv,368520,1.66E-06,1.59E-03,1.04E-03,4,1.849,1.516,1.415,0.513
diagonal_004.csv,567420,3.15E-06,1.60E-03,1.98E-03,4,1.85,1.593,1.484,0.607
diagonal_005.csv,270820,1.98E-06,1.33E-03,1.49E-03,4,1.825,1.791,1.691,0.628
diagonal_006.csv,375260,2.35E-06,1.73E-03,1.35E-03,4,1.844,1.532,1.428,0.588
diagonal_007.csv,582880,1.33E-06,1.15E-03,1.16E-03,4,1.833,1.596,1.495,0.682
diagonal_008.csv,562960,3.12E-06,1.78E-03,1.75E-03,4,1.903,1.483,1.406,0.814
diagonal_009.csv,206380,1.41E-06,1.10E-03,1.28E-03,4,1.813,1.595,1.496,0.73
diagonal_010.csv,527220,1.63E-06,1.04E-03,1.57E-03,4,1.867,1.532,1.431,0.693
gaussian_001.csv,562580,1.71E-06,1.14E-03,1.49E-03,4,1.789,1.835,1.819,0.618
gaussian_002.csv,444020,2.54E-06,1.47E-03,1.73E-03,4,1.783,1.835,1.82,0.619
gaussian_003.csv,552480,1.77E-06,1.50E-03,1.18E-03,4,1.788,1.835,1.819,0.618
gaussian_004.csv,355080,1.60E-06,1.58E-03,1.01E-03,4,1.768,1.828,1.812,0.647
gaussian_005.csv,312520,3.29E-06,1.65E-03,2.00E-03,4,1.782,1.833,1.818,0.635
gaussian_006.csv,527580,2.30E-06,1.19E-03,1.93E-03,4,1.795,1.836,1.821,0.614
gaussian_007.csv,383580,1.78E-06,1.28E-03,1.38E-03,4,1.773,1.83,1.814,0.64
gaussian_008.csv,590520,3.15E-06,1.59E-03,1.98E-03,4,1.794,1.839,1.824,0.6
gaussian_009.csv,532580,2.15E-06,1.18E-03,1.83E-03,4,1.786,1.836,1.821,0.616
gaussian_010.csv,594260,1.88E-06,1.79E-03,1.05E-03,4,1.793,1.836,1.82,0.613
uniform_001.csv,436080,2.61E-06,1.90E-03,1.38E-03,4,2,1.998,1.997,0.053
uniform_002.csv,261020,2.17E-06,1.31E-03,1.65E-03,4,2,1.997,1.995,0.136
uniform_003.csv,541860,2.51E-06,1.28E-03,1.96E-03,4,2,1.998,1.997,0.036
uniform_004.csv,479380,2.35E-06,1.97E-03,1.19E-03,4,2,1.998,1.997,0.051
uniform_005.csv,336560,1.59E-06,1.58E-03,1.00E-03,4,1.997,1.997,1.996,0.129
uniform_006.csv,269620,3.16E-06,1.64E-03,1.92E-03,4,1.998,1.997,1.967,0.092
uniform_007.csv,273280,1.50E-06,1.46E-03,1.03E-03,4,2,1.997,1.995,0.166
uniform_008.csv,507340,1.69E-06,1.43E-03,1.18E-03,4,2,1.998,1.997,0.071
uniform_009.csv,464480,1.75E-06,1.72E-03,1.01E-03,4,1.999,1.998,1.997,0.078
uniform_010.csv,280460,1.25E-06,1.08E-03,1.15E-03,4,2,1.997,1.995,0.18
