dataset_name, cardinality, AVG area, AVG x, AVG y, num_vertices, E0, E2, E3, empty_cells 
diagonal_001.csv,27591,2.18E-06,1.33E-03,1.64E-03,4,1.776,1.724,1.638,0.748
diagonal_002.csv,19023,2.58E-06,1.82E-03,1.42E-03,4,1.596,1.54,1.463,0.872
diagonal_003.csv,29586,2.17E-06,1.16E-03,1.87E-03,4,1.81,1.603,1.495,0.709
diagonal_004.csv,22261,2.33E-06,1.21E-03,1.92E-03,4,1.768,1.62,1.525,0.762
diagonal_005.csv,14181,2.82E-06,1.43E-03,1.98E-03,4,1.722,1.618,1.535,0.8
diagonal_006.csv,25810,3.39E-06,1.90E-03,1.78E-03,4,1.721,1.521,1.445,0.868
diagonal_007.csv,16002,3.02E-06,1.73E-03,1.75E-03,4,1.619,1.514,1.429,0.865
diagonal_008.csv,17913,3.06E-06,1.64E-03,1.86E-03,4,1.743,1.509,1.422,0.792
diagonal_009.csv,25737,1.26E-06,1.20E-03,1.06E-03,4,1.749,1.644,1.557,0.796
diagonal_010.csv,16662,2.85E-06,1.45E-03,1.97E-03,4,1.74,1.492,1.406,0.8
diagonal_011.csv,16945,2.47E-06,1.58E-03,1.56E-03,4,1.633,1.611,1.445,0.855
diagonal_012.csv,29311,2.91E-06,1.84E-03,1.59E-03,4,1.737,1.658,1.496,0.873
diagonal_013.csv,29888,1.51E-06,1.39E-03,1.09E-03,4,1.657,1.554,1.461,0.84
diagonal_014.csv,10706,1.83E-06,1.36E-03,1.35E-03,4,1.709,1.54,1.454,0.831
diagonal_015.csv,17493,1.28E-06,1.14E-03,1.12E-03,4,1.705,1.507,1.412,0.827
gaussian_001.csv,28490,1.94E-06,1.11E-03,1.75E-03,4,1.697,1.685,1.654,0.72
gaussian_002.csv,24164,2.35E-06,1.39E-03,1.69E-03,4,1.689,1.668,1.695,0.728
gaussian_003.csv,19876,1.76E-06,1.05E-03,1.67E-03,4,1.584,1.693,1.678,0.786
gaussian_004.csv,15032,1.52E-06,1.24E-03,1.23E-03,4,1.615,1.672,1.648,0.794
gaussian_005.csv,11797,2.15E-06,1.37E-03,1.57E-03,4,1.612,1.708,1.694,0.791
gaussian_006.csv,22751,2.65E-06,1.40E-03,1.89E-03,4,1.668,1.662,1.65,0.754
gaussian_007.csv,16329,1.96E-06,1.03E-03,1.90E-03,4,1.646,1.6265,1.6205,0.76
gaussian_008.csv,10622,2.68E-06,1.78E-03,1.50E-03,4,1.612,1.615,1.656,0.785
gaussian_009.csv,28167,1.69E-06,1.11E-03,1.52E-03,4,1.674,1.678,1.653,0.748
gaussian_010.csv,27173,3.30E-06,1.91E-03,1.72E-03,4,1.699,1.693,1.6755,0.718
gaussian_011.csv,27902,1.32E-06,1.26E-03,1.05E-03,4,1.599,1.701,1.686,0.769
gaussian_012.csv,22902,2.51E-06,1.87E-03,1.34E-03,4,1.7,1.679,1.6635,0.708
gaussian_013.csv,10082,2.37E-06,1.24E-03,1.90E-03,4,1.616,1.6105,1.658,0.772
gaussian_014.csv,23511,3.43E-06,1.89E-03,1.82E-03,4,1.662,1.6985,1.712,0.741
gaussian_015.csv,18594,1.64E-06,1.61E-03,1.02E-03,4,1.622,1.627,1.593,0.797
uniform_001.csv,29101,1.82E-06,1.09E-03,1.68E-03,4,2,1.971,1.958,0.493
uniform_002.csv,14182,2.26E-06,1.68E-03,1.34E-03,4,1.996,1.977,1.966,0.579
uniform_003.csv,11261,1.80E-06,1.53E-03,1.17E-03,4,1.991,1.972,1.903,0.617
uniform_004.csv,28182,3.40E-06,1.71E-03,1.99E-03,4,2,1.989,1.984,0.46
uniform_005.csv,14905,1.64E-06,1.25E-03,1.31E-03,4,1.997,1.945,1.927,0.586
uniform_006.csv,13548,3.81E-06,1.97E-03,1.93E-03,4,1.997,1.975,1.965,0.561
uniform_007.csv,23208,1.61E-06,1.15E-03,1.40E-03,4,2,1.963,1.949,0.53
uniform_008.csv,15571,2.32E-06,1.20E-03,1.94E-03,4,1.998,1.981,1.972,0.565
uniform_009.csv,21696,3.26E-06,1.85E-03,1.76E-03,4,2,1.985,1.978,0.502
uniform_010.csv,10475,1.81E-06,1.64E-03,1.11E-03,4,1.989,1.969,1.956,0.623
uniform_011.csv,12973,3.37E-06,1.92E-03,1.75E-03,4,1.996,1.976,1.966,0.572
uniform_012.csv,21661,2.50E-06,1.77E-03,1.41E-03,4,2,1.96,1.978,0.518
uniform_013.csv,10751,2.31E-06,1.39E-03,1.66E-03,4,1.99,1.972,1.96,0.613
uniform_014.csv,23178,1.92E-06,1.43E-03,1.35E-03,4,2,1.964,1.949,0.522
uniform_015.csv,12633,2.64E-06,1.73E-03,1.53E-03,4,1.995,1.977,1.967,0.587
