dataset_name, cardinality, AVG area, AVG x, AVG y, num_vertices, E0, E2, E3, empty_cells 
diagonal_001.csv,25848,1.09E-06,9.54E-04,1.14E-03,4,1.747,1.583,1.482,0.787
diagonal_002.csv,27622,1.59E-06,1.32E-03,1.20E-03,4,1.764,1.608,1.552,0.782
diagonal_003.csv,24663,1.17E-06,1.02E-03,1.14E-03,4,1.646,1.656,1.556,0.852
diagonal_004.csv,28058,1.34E-06,1.14E-03,1.17E-03,4,1.76,1.714,1.584,0.764
diagonal_005.csv,12684,1.06E-06,1.27E-03,8.37E-04,4,1.647,1.503,1.418,0.866
diagonal_006.csv,20393,2.17E-06,1.48E-03,1.46E-03,4,1.744,1.583,1.595,0.778
diagonal_007.csv,17852,1.02E-06,1.20E-03,8.51E-04,4,1.763,1.683,1.491,0.775
diagonal_008.csv,28742,7.21E-07,7.63E-04,9.45E-04,4,1.759,1.472,1.37,0.779
diagonal_009.csv,15540,1.40E-06,9.87E-04,1.42E-03,4,1.73,1.641,1.493,0.814
diagonal_010.csv,28568,9.69E-07,8.43E-04,1.15E-03,4,1.705,1.576,1.48,0.822
diagonal_011.csv,13758,1.17E-06,1.35E-03,8.69E-04,4,1.545,1.512,1.438,0.901
diagonal_012.csv,21525,1.22E-06,8.92E-04,1.37E-03,4,1.582,1.614,1.567,0.89
diagonal_013.csv,17112,2.04E-06,1.46E-03,1.40E-03,4,1.62,1.589,1.515,0.868
diagonal_014.csv,25136,1.37E-06,1.13E-03,1.21E-03,4,1.748,1.547,1.445,0.786
diagonal_015.csv,13045,1.14E-06,1.48E-03,7.69E-04,4,1.597,1.467,1.414,0.886
diagonal_016.csv,28736,6.04E-07,7.95E-04,7.59E-04,4,1.604,1.574,1.502,0.886
diagonal_017.csv,18183,6.74E-07,8.96E-04,7.53E-04,4,1.708,1.492,1.396,0.837
diagonal_018.csv,20254,1.89E-06,1.37E-03,1.38E-03,4,1.756,1.463,1.5265,0.772
diagonal_019.csv,23529,1.65E-06,1.27E-03,1.29E-03,4,1.579,1.586,1.581,0.874
diagonal_020.csv,18778,1.56E-06,1.48E-03,1.06E-03,4,1.721,1.528,1.434,0.82
diagonal_021.csv,27568,1.49E-06,1.49E-03,1.00E-03,4,1.756,1.691,1.621,0.785
diagonal_022.csv,14534,1.74E-06,1.44E-03,1.21E-03,4,1.755,1.498,1.523,0.788
diagonal_023.csv,16013,1.00E-06,1.02E-03,9.86E-04,4,1.696,1.481,1.39,0.842
diagonal_024.csv,26133,1.23E-06,1.40E-03,8.77E-04,4,1.68,1.502,1.407,0.835
diagonal_025.csv,15650,1.56E-06,1.15E-03,1.35E-03,4,1.57,1.522,1.447,0.89
gaussian_001.csv,20339,1.74E-06,1.24E-03,1.40E-03,4,1.577,1.58,1.542,0.824
gaussian_002.csv,27848,1.50E-06,1.04E-03,1.45E-03,4,1.589,1.586,1.548,0.805
gaussian_003.csv,16089,8.25E-07,1.07E-03,7.74E-04,4,1.475,1.574,1.597,0.844
gaussian_004.csv,11973,2.06E-06,1.39E-03,1.48E-03,4,1.525,1.5175,1.5035,0.848
gaussian_005.csv,14942,1.39E-06,9.88E-04,1.41E-03,4,1.587,1.573,1.534,0.841
gaussian_006.csv,12024,1.30E-06,1.26E-03,1.03E-03,4,1.633,1.571,1.581,0.854
gaussian_007.csv,23467,1.52E-06,1.17E-03,1.30E-03,4,1.58,1.584,1.546,0.815
gaussian_008.csv,18408,8.19E-07,9.74E-04,8.41E-04,4,1.49,1.577,1.539,0.84
gaussian_009.csv,17133,8.37E-07,8.74E-04,9.57E-04,4,1.488,1.577,1.603,0.843
gaussian_010.csv,12087,9.92E-07,1.02E-03,9.75E-04,4,1.451,1.603,1.576,0.855
