diagonal_001.csv,diagonal_002.csv,50901,882393,2.710343973
diagonal_001.csv,diagonal_003.csv,66776,1460096,1.006798713
diagonal_001.csv,diagonal_004.csv,119800,2264034,0.8218937040000001
diagonal_001.csv,diagonal_005.csv,28172,964212,0.6153111960000001
diagonal_001.csv,diagonal_006.csv,79416,1561754,0.7984694200000001
diagonal_001.csv,diagonal_007.csv,91992,1970721,0.940397706
diagonal_001.csv,diagonal_008.csv,149845,2394960,0.7235066560000001
diagonal_001.csv,diagonal_009.csv,32198,686396,0.511075802
diagonal_001.csv,diagonal_010.csv,100258,1732508,0.881464054
diagonal_001.csv,diagonal_011.csv,91702,2280666,0.771969291
diagonal_001.csv,diagonal_012.csv,86969,2000248,0.7654099870000001
diagonal_001.csv,diagonal_013.csv,84852,1412626,0.702730061
diagonal_001.csv,diagonal_014.csv,70336,1455575,0.838835353
diagonal_001.csv,diagonal_015.csv,51728,1589023,0.612628077
diagonal_001.csv,diagonal_016.csv,57426,1004376,0.5757874700000001
diagonal_001.csv,diagonal_017.csv,120808,2539486,0.7236058790000001
diagonal_001.csv,diagonal_018.csv,28319,896070,0.529597376
diagonal_001.csv,diagonal_019.csv,85587,1537872,0.7797295670000001
diagonal_001.csv,diagonal_020.csv,55175,1720226,0.8002183180000001
diagonal_001.csv,diagonal_021.csv,120011,2083110,0.8110999600000001
diagonal_001.csv,diagonal_022.csv,51290,1396706,0.6859514520000001
diagonal_001.csv,diagonal_023.csv,96046,1948495,0.74858862
diagonal_001.csv,diagonal_024.csv,44812,1560140,0.751463015
diagonal_001.csv,diagonal_025.csv,70393,1329958,0.699694569
diagonal_001.csv,diagonal_026.csv,49853,1034648,0.6146290040000001
diagonal_001.csv,diagonal_027.csv,80154,1898422,0.831066179
diagonal_001.csv,diagonal_028.csv,66507,1856722,0.725136862
diagonal_001.csv,diagonal_029.csv,109545,1929051,0.796516055
diagonal_001.csv,diagonal_030.csv,82892,1587044,0.6741972930000001
diagonal_001.csv,diagonal_031.csv,35050,853085,0.616395503
diagonal_001.csv,diagonal_032.csv,62663,2072467,0.752868969
diagonal_001.csv,diagonal_033.csv,70719,1886962,0.9439895610000001
diagonal_001.csv,diagonal_034.csv,81226,1407849,0.7567959660000001
diagonal_001.csv,diagonal_035.csv,93919,1753707,0.825641673
diagonal_001.csv,diagonal_036.csv,98825,2625606,0.981066878
diagonal_001.csv,diagonal_037.csv,20495,737484,0.571257731
diagonal_001.csv,diagonal_038.csv,129912,2101973,0.8190940560000001
diagonal_001.csv,diagonal_039.csv,63903,1856976,0.769669732
diagonal_001.csv,diagonal_040.csv,78159,1799613,0.707604428
diagonal_001.csv,gaussian_001.csv,16272,1925097,0.9162325450000001
diagonal_001.csv,gaussian_002.csv,15176,1707519,0.66235695
diagonal_001.csv,gaussian_003.csv,16332,2150269,0.791819095
diagonal_001.csv,gaussian_004.csv,10266,1412369,0.6861883520000001
diagonal_001.csv,gaussian_005.csv,12412,1278178,0.707774761
diagonal_001.csv,gaussian_006.csv,17890,1840215,0.6354289820000001
diagonal_001.csv,gaussian_007.csv,11210,1381071,0.5866713010000001
diagonal_001.csv,gaussian_008.csv,22368,2372150,0.6679157560000001
diagonal_001.csv,gaussian_009.csv,17053,1845397,0.660718953
diagonal_001.csv,gaussian_010.csv,18944,2536991,0.7278295720000001
diagonal_001.csv,gaussian_011.csv,13678,1686781,0.6329389710000001
diagonal_001.csv,gaussian_012.csv,18716,2127224,0.7418643610000001
diagonal_001.csv,gaussian_013.csv,9504,1225042,0.5095750210000001
diagonal_001.csv,gaussian_014.csv,12688,1321623,0.5731425170000001
