1,diagonal_001.csv,diagonal_002.csv,0,0,2.631814592
2,diagonal_001.csv,diagonal_003.csv,0,1192,0.894423538
3,diagonal_001.csv,diagonal_004.csv,12866,1169175,0.786630274
4,diagonal_001.csv,diagonal_005.csv,0,299987,0.604917718
5,diagonal_001.csv,diagonal_006.csv,28414,2053316,1.063264837
6,diagonal_001.csv,diagonal_007.csv,13636,971279,0.60395523
7,diagonal_001.csv,diagonal_008.csv,5,255731,0.697542175
8,diagonal_001.csv,diagonal_009.csv,23,935803,0.761644351
9,diagonal_001.csv,diagonal_010.csv,10468,1105598,0.704652024
10,diagonal_001.csv,diagonal_011.csv,0,5449,0.551557159
11,diagonal_001.csv,diagonal_012.csv,28775,1667787,0.857803598
12,diagonal_001.csv,diagonal_013.csv,14695,1075429,0.650523235
13,diagonal_001.csv,diagonal_014.csv,0,3350,0.437703607
14,diagonal_001.csv,diagonal_015.csv,15,416303,0.611776298
15,diagonal_001.csv,gaussian_001.csv,16759,2018999,0.690024799
16,diagonal_001.csv,gaussian_002.csv,4606,1696004,0.635580116
17,diagonal_001.csv,gaussian_003.csv,0,44,0.480433826
18,diagonal_001.csv,gaussian_004.csv,7503,1091657,0.63871954
19,diagonal_001.csv,gaussian_005.csv,53,108078,0.58519208
20,diagonal_001.csv,gaussian_006.csv,2,8770,0.607967897
21,diagonal_001.csv,gaussian_007.csv,9779,1134543,0.668056507
22,diagonal_001.csv,gaussian_008.csv,183,352610,0.552388491
23,diagonal_001.csv,gaussian_009.csv,850,1285247,0.776554202
24,diagonal_001.csv,gaussian_010.csv,11676,2190955,0.843195317
25,diagonal_001.csv,gaussian_011.csv,1159,1430223,0.824397822
26,diagonal_001.csv,gaussian_012.csv,11885,1842911,0.730066507
27,diagonal_001.csv,gaussian_013.csv,2355,197314,0.522337038
28,diagonal_001.csv,gaussian_014.csv,2,8058,0.557952171
29,diagonal_001.csv,gaussian_015.csv,3,52256,0.54858386
30,diagonal_001.csv,uniform_001.csv,3416,842718,0.679929757
31,diagonal_001.csv,uniform_002.csv,2196,498339,0.609681278
32,diagonal_001.csv,uniform_003.csv,1422,443231,0.618892545
33,diagonal_001.csv,uniform_004.csv,5999,1681957,0.863582049
