,dataset1,dataset2,result_size,card_x,card_y,join_selectivity
0,diagonal_001_1.csv,diagonal_002_1.csv,45691,14347,12676,251239.16096380734
1,diagonal_001_1.csv,diagonal_003_1.csv,78190,14347,27864,195590.0030099698
2,diagonal_002_1.csv,diagonal_003_1.csv,80023,12676,27864,226563.07827760442
3,diagonal_001_1.csv,gaussian_001_1.csv,6175,14347,17655,24378.565204775903
4,diagonal_002_1.csv,gaussian_001_1.csv,6208,12676,17655,27739.69973741121
5,diagonal_003_1.csv,gaussian_001_1.csv,15702,27864,17655,31918.59672334931
6,diagonal_001_1.csv,gaussian_002_1.csv,4776,14347,15751,21134.651372973287
7,diagonal_002_1.csv,gaussian_002_1.csv,4584,12676,15751,22959.067608624187
8,diagonal_003_1.csv,gaussian_002_1.csv,12006,27864,15751,27355.631577142798
9,gaussian_001_1.csv,gaussian_002_1.csv,22398,17655,15751,80544.03580099322
10,diagonal_001_1.csv,gaussian_003_1.csv,6857,14347,18625,25661.18866839781
11,diagonal_002_1.csv,gaussian_003_1.csv,6761,12676,18625,28637.32339928968
12,diagonal_003_1.csv,gaussian_003_1.csv,17539,27864,18625,33795.98317426735
13,gaussian_001_1.csv,gaussian_003_1.csv,33033,17655,18625,100457.88120178135
14,gaussian_002_1.csv,gaussian_003_1.csv,25576,15751,18625,87182.2775500778
15,diagonal_001_1.csv,uniform_001_1.csv,1395,14347,11693,8315.476865088589
16,diagonal_002_1.csv,uniform_001_1.csv,1225,12676,11693,8264.71550474392
17,diagonal_003_1.csv,uniform_001_1.csv,3250,27864,11693,9975.0240131055
18,gaussian_001_1.csv,uniform_001_1.csv,2123,17655,11693,10283.863951406878
19,gaussian_002_1.csv,uniform_001_1.csv,1528,15751,11693,8296.392172152006
20,gaussian_003_1.csv,uniform_001_1.csv,2454,18625,11693,11268.142415269389
21,diagonal_001_1.csv,uniform_002_1.csv,2888,14347,22690,8871.592696332295
22,diagonal_002_1.csv,uniform_002_1.csv,2604,12676,22690,9053.661510715378
23,diagonal_003_1.csv,uniform_002_1.csv,6969,27864,22690,11022.814711561932
24,gaussian_001_1.csv,uniform_002_1.csv,4568,17655,22690,11403.124800685586
25,gaussian_002_1.csv,uniform_002_1.csv,3372,15751,22690,9435.065914931802
26,gaussian_003_1.csv,uniform_002_1.csv,5142,18625,22690,12167.498321408182
27,uniform_001_1.csv,uniform_002_1.csv,2568,11693,22690,9679.091018772197
28,diagonal_001_1.csv,uniform_003_1.csv,1808,14347,12024,10480.653432569354
29,diagonal_002_1.csv,uniform_003_1.csv,1635,12676,12024,10727.204473980408
30,diagonal_003_1.csv,uniform_003_1.csv,4324,27864,12024,12906.047413260378
31,gaussian_001_1.csv,uniform_003_1.csv,2615,17655,12024,12318.419895788524
32,gaussian_002_1.csv,uniform_003_1.csv,2073,15751,12024,10945.666282823851
33,gaussian_003_1.csv,uniform_003_1.csv,2965,18625,12024,13239.739759853894
34,uniform_001_1.csv,uniform_003_1.csv,1609,11693,12024,11444.086370433113
35,uniform_002_1.csv,uniform_003_1.csv,3404,22690,12024,12476.882579779474
