diagonal_001_40.csv,diagonal_002_40.csv,74088220,383523275,20.091791814
diagonal_001_40.csv,diagonal_003_40.csv,125328292,812534780,23.237209850000003
diagonal_001_40.csv,gaussian_001_40.csv,10041070,223043345,12.710582177000001
diagonal_001_40.csv,gaussian_002_40.csv,7638528,202926285,11.877951728000001
diagonal_001_40.csv,gaussian_003_40.csv,11232104,239106377,12.702725714000001
diagonal_001_40.csv,uniform_001_40.csv,2183589,85106176,10.759602625000001
diagonal_001_40.csv,uniform_002_40.csv,4577477,117239759,15.009603527000001
diagonal_001_40.csv,uniform_003_40.csv,2931443,67407893,10.729469657000001
diagonal_002_40.csv,diagonal_003_40.csv,128047321,939764063,19.018203625
diagonal_002_40.csv,gaussian_001_40.csv,9731152,233733842,12.366313423000001
diagonal_002_40.csv,gaussian_002_40.csv,7249828,212143880,13.033619406000001
diagonal_002_40.csv,gaussian_003_40.csv,10969929,251212044,10.408270320000002
diagonal_002_40.csv,uniform_001_40.csv,1965481,93891484,10.031169305
diagonal_002_40.csv,uniform_002_40.csv,4205912,117256791,13.426151118000002
diagonal_002_40.csv,uniform_003_40.csv,2701857,100699256,8.496455411000001
diagonal_003_40.csv,gaussian_001_40.csv,25372883,493284770,19.411166235
diagonal_003_40.csv,gaussian_002_40.csv,19109107,445487085,15.445306721000001
diagonal_003_40.csv,gaussian_003_40.csv,28578793,531016257,16.545823853
diagonal_003_40.csv,uniform_001_40.csv,5135547,128023399,12.734623169
diagonal_003_40.csv,uniform_002_40.csv,10882476,242714301,16.664889690000003
diagonal_003_40.csv,uniform_003_40.csv,6903667,138426117,14.364449818
gaussian_001_40.csv,gaussian_002_40.csv,36149225,903629459,11.316913402
gaussian_001_40.csv,gaussian_003_40.csv,53002749,1068011173,12.808407613
gaussian_001_40.csv,uniform_001_40.csv,3404104,87052121,7.619507550000001
gaussian_001_40.csv,uniform_002_40.csv,7107085,138316048,14.290797319000001
gaussian_001_40.csv,uniform_003_40.csv,4482537,93962901,9.077467077000001
gaussian_002_40.csv,gaussian_003_40.csv,41114927,969198841,11.614537379000001
gaussian_002_40.csv,uniform_001_40.csv,2519192,79020257,8.29594703
gaussian_002_40.csv,uniform_002_40.csv,5380975,149347891,11.146767114000001
gaussian_002_40.csv,uniform_003_40.csv,3459998,85242827,9.024827667
gaussian_003_40.csv,uniform_001_40.csv,3868286,93606337,10.004781196000001
gaussian_003_40.csv,uniform_002_40.csv,8007198,148971004,14.272262211000001
gaussian_003_40.csv,uniform_003_40.csv,5011315,100900975,9.25975915
uniform_001_40.csv,uniform_002_40.csv,4039398,117970646,11.124401811
uniform_001_40.csv,uniform_003_40.csv,2585639,101005910,7.3472713270000005
uniform_002_40.csv,uniform_003_40.csv,5384203,126951895,10.813566888
