29,30,25,18,22,33,22,30,30,21,23,27,29,23,22,21,24,17,22,17,22,27,26,25,12,17,27,26,24,25,18,27
23,21,25,24,25,30,22,20,21,28,21,26,22,21,17,24,34,24,25,27,23,19,24,22,24,24,24,25,25,30,22,22
18,15,26,25,25,31,24,19,21,27,26,29,12,24,30,31,25,30,25,29,21,31,19,30,24,22,17,21,18,29,22,21
25,25,21,27,27,22,25,30,18,26,20,26,29,17,19,21,18,21,20,28,33,13,16,29,33,26,20,25,26,25,17,28
23,21,16,33,35,23,26,17,20,30,20,25,26,23,25,18,18,26,20,17,31,28,22,22,28,23,20,26,26,21,23,18
22,21,25,17,19,32,24,22,25,34,22,25,25,29,15,23,23,20,19,24,15,22,25,16,26,19,29,19,15,16,27,24
21,26,25,20,24,21,22,28,17,19,22,24,28,21,26,21,30,32,17,22,29,25,19,27,23,25,28,29,21,11,23,19
21,21,26,27,30,20,16,29,20,36,17,20,30,31,19,17,16,28,21,17,20,23,24,28,23,21,27,27,28,29,15,28
30,17,17,26,25,23,19,37,33,29,20,32,22,21,16,28,20,24,22,24,25,32,21,21,18,23,21,19,22,20,23,29
22,19,30,27,18,29,16,25,22,22,29,28,29,22,24,23,16,21,29,22,27,20,26,36,25,23,22,17,26,18,24,19
21,26,17,23,24,20,21,31,23,19,15,22,33,19,25,12,24,26,22,18,20,17,36,28,27,14,24,20,25,16,29,16
28,23,17,25,31,25,26,24,36,21,30,30,24,27,24,15,24,17,21,19,22,21,25,15,23,21,27,22,19,18,26,24
22,27,28,20,28,19,20,23,19,24,20,26,13,26,18,19,23,24,28,26,18,25,26,23,29,19,25,21,26,17,32,27
23,22,25,25,17,27,25,28,16,22,19,23,23,12,16,18,25,33,24,35,28,30,29,21,26,21,21,22,27,18,26,13
20,22,23,24,12,19,26,20,23,23,23,22,28,23,25,32,32,12,26,33,19,28,20,23,20,18,27,22,15,25,27,30
34,19,20,26,24,25,31,24,16,22,30,24,25,20,25,12,14,26,18,23,31,22,25,17,29,26,23,26,14,18,18,24
26,25,25,21,27,22,19,23,19,28,33,21,21,28,19,26,28,25,28,20,32,16,24,22,19,24,21,24,23,19,30,34
20,21,22,11,15,23,16,19,23,21,19,28,28,17,18,18,30,34,27,20,22,22,23,16,19,24,23,22,22,28,17,19
19,24,28,23,19,16,19,9,19,23,26,21,21,24,22,29,29,24,28,22,19,21,26,32,17,17,25,30,23,21,15,25
30,28,29,29,18,21,21,19,33,16,25,23,23,26,25,20,21,26,28,26,17,23,17,30,29,25,19,22,23,20,24,26
20,32,23,18,26,23,23,21,26,35,26,23,38,25,28,20,27,23,22,31,21,17,29,27,21,24,21,22,31,22,27,28
19,25,24,19,24,23,16,30,23,21,23,18,12,21,28,26,17,27,29,17,24,19,19,23,15,33,22,20,24,22,23,31
22,24,25,27,26,18,18,26,32,28,23,18,30,21,20,19,26,22,21,28,23,27,20,19,27,29,15,19,34,21,20,28
27,34,20,23,32,31,30,28,22,25,16,29,23,18,24,24,26,30,33,20,28,25,31,21,24,22,23,22,22,29,28,28
17,24,25,27,34,20,16,21,22,17,18,24,29,30,25,17,30,15,34,23,19,22,20,23,28,32,23,20,19,30,28,20
22,19,24,27,23,14,22,20,23,15,22,21,20,19,30,33,24,25,27,27,29,15,33,20,30,14,32,33,23,32,17,32
19,23,17,24,23,16,30,21,21,13,15,25,31,20,17,20,23,20,24,28,28,31,12,20,18,25,25,19,22,20,21,26
22,22,29,25,14,23,32,28,19,24,21,20,19,25,29,28,22,20,19,23,28,25,19,23,17,32,28,30,26,24,28,24
25,15,22,32,28,17,24,38,15,21,14,24,28,25,12,20,31,27,21,35,26,22,21,20,19,25,27,18,25,28,30,27
16,19,19,22,18,30,26,19,27,20,28,28,26,24,16,20,24,24,26,25,30,30,26,24,26,23,22,18,22,23,25,32
28,24,16,20,19,22,24,15,21,13,18,18,25,22,15,27,18,33,29,21,24,36,23,18,27,29,20,27,17,25,26,22
21,22,28,27,19,23,25,25,24,12,26,20,23,31,28,26,32,28,22,35,21,22,18,32,20,13,23,24,14,28,24,30
