0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,64,63,77,60,69,77,71,62,69,70,99,80,94,72
0,0,67,88,79,79,104,95,89,101,92,87,70,88,77,107
0,0,66,65,88,102,95,89,75,75,101,82,113,87,69,83
0,0,80,88,95,77,75,80,103,94,86,84,91,81,100,80
0,0,72,76,81,104,63,79,87,70,84,86,105,70,106,82
0,0,81,76,84,76,83,91,76,75,84,80,104,86,116,84
0,0,86,77,79,75,75,94,72,99,78,88,65,94,91,87
0,0,81,80,92,68,85,87,93,81,93,86,97,79,101,79
0,0,76,92,70,87,90,88,83,80,86,81,90,84,70,84
0,0,73,90,90,91,89,85,90,88,88,84,90,82,86,88
0,0,72,89,92,86,96,88,100,84,65,80,84,71,78,96
0,0,64,89,87,82,94,96,92,82,100,94,85,81,119,84
